Ref_ID,Simulation_Voc,Simulation_Jsc,JV_default_Voc,Simulation_PCE,Simulation_FF
20,1.02199,28.621589999999998,0.913,20.28508,0.6934836
22,1.018846,32.78008,1.06,25.38835,0.7601793
23,1.018846,32.78008,1.09,25.38835,0.7601793
24,1.018846,32.78008,1.1,25.38835,0.7601793
25,1.018846,32.78008,1.07,25.38835,0.7601793
26,1.018846,32.78008,1.06,25.38835,0.7601793
27,1.018846,32.78008,1.1,25.38835,0.7601793
72,1.021338,25.52844,1.12,18.39718,0.7055982
89,1.021665,28.310340000000004,1.0,20.1113,0.6953228
90,1.021665,28.310340000000004,1.1,20.1113,0.6953228
91,1.021665,28.310340000000004,1.1,20.1113,0.6953228
169,1.021488,28.141820000000003,1.05,20.01644,0.6963078
170,1.021488,28.141820000000003,1.03,20.01644,0.6963078
171,1.021488,28.141820000000003,0.98,20.01644,0.6963078
267,0.9851425,27.79205,1.1,20.31818,0.7421047
268,0.9851425,27.79205,1.08,20.31818,0.7421047
297,1.022387,29.00568,1.01,20.50515,0.691456
391,1.022387,29.00568,0.888,20.50515,0.691456
411,1.010764,23.66972,1.07,16.99361,0.7103011
412,1.010764,23.66972,1.07,16.99361,0.7103011
413,1.010764,23.66972,1.091,16.99361,0.7103011
414,1.010764,23.66972,1.103,16.99361,0.7103011
415,1.010764,23.66972,1.101,16.99361,0.7103011
416,1.010764,23.66972,1.07,16.99361,0.7103011
475,1.008589,25.622539999999997,0.96,20.12844,0.7788856
529,1.017452,28.558069999999997,1.05,22.44388,0.7724229
853,1.022215,28.838350000000002,1.03,20.40725,0.6922641
854,1.022215,28.838350000000002,1.06,20.40725,0.6922641
855,1.022215,28.838350000000002,1.01,20.40725,0.6922641
856,1.022215,28.838350000000002,1.01,20.40725,0.6922641
918,1.023095,29.67414,1.04,23.18474,0.7636742
919,1.023095,29.67414,1.072,23.18474,0.7636742
923,1.105538,32.94883,0.98,26.79765,0.7356699
924,1.105538,32.94883,1.01,26.79765,0.7356699
925,1.105538,32.94883,0.96,26.79765,0.7356699
926,1.105538,32.94883,1.01,26.79765,0.7356699
927,1.105538,32.94883,0.98,26.79765,0.7356699
928,1.105538,32.94883,1.02,26.79765,0.7356699
929,1.105538,32.94883,0.96,26.79765,0.7356699
930,1.105538,32.94883,1.0,26.79765,0.7356699
931,1.105538,32.94883,0.91,26.79765,0.7356699
932,1.105538,32.94883,1.0,26.79765,0.7356699
946,1.006824,25.93206,0.984,20.30379,0.7776544
947,1.006824,25.93206,0.979,20.30379,0.7776544
948,1.006824,25.93206,1.004,20.30379,0.7776544
949,1.006824,25.93206,0.99,20.30379,0.7776544
950,1.006824,25.93206,0.97,20.30379,0.7776544
951,1.006824,25.93206,0.99,20.30379,0.7776544
952,1.006824,25.93206,0.986,20.30379,0.7776544
953,1.006824,25.93206,1.004,20.30379,0.7776544
1145,1.022215,28.838350000000002,1.06,20.40725,0.6922641
1146,1.022215,28.838350000000002,1.06,20.40725,0.6922641
1147,1.022215,28.838350000000002,1.07,20.40725,0.6922641
1148,1.022215,28.838350000000002,1.07,20.40725,0.6922641
1149,1.022215,28.838350000000002,1.07,20.40725,0.6922641
1150,1.022215,28.838350000000002,1.07,20.40725,0.6922641
1151,1.022215,28.838350000000002,1.08,20.40725,0.6922641
1152,1.022215,28.838350000000002,1.1,20.40725,0.6922641
1153,1.022215,28.838350000000002,1.07,20.40725,0.6922641
1154,1.022215,28.838350000000002,1.1,20.40725,0.6922641
1166,1.011232,26.618650000000002,1.03,18.81013,0.6988038
1241,0.994064,27.57193,1.075,21.07016,0.7687522
1242,0.994064,27.57193,1.075,21.07016,0.7687522
1261,1.021488,28.141820000000003,0.975,20.01644,0.6963078
1352,1.02199,28.621589999999998,1.01,20.28508,0.6934836
1353,1.02199,28.621589999999998,1.09,20.28508,0.6934836
1354,1.02199,28.621589999999998,1.1,20.28508,0.6934836
1355,1.02199,28.621589999999998,1.04,20.28508,0.6934836
1356,1.021488,28.141820000000003,1.101,20.01644,0.6963078
1357,1.021488,28.141820000000003,1.109,20.01644,0.6963078
1358,1.021488,28.141820000000003,1.109,20.01644,0.6963078
1359,1.021488,28.141820000000003,1.102,20.01644,0.6963078
1360,1.021488,28.141820000000003,1.071,20.01644,0.6963078
1361,1.021488,28.141820000000003,1.102,20.01644,0.6963078
1362,1.021488,28.141820000000003,1.105,20.01644,0.6963078
1363,1.021488,28.141820000000003,1.102,20.01644,0.6963078
1364,1.021488,28.141820000000003,1.104,20.01644,0.6963078
1365,1.021488,28.141820000000003,1.11,20.01644,0.6963078
1371,1.022395,29.01108,0.833,20.50905,0.6914537
1507,1.022514,29.12998,1.01,20.57748,0.6908486
1597,1.022215,28.838350000000002,,20.40725,0.6922641
1612,0.9747924,26.54785,1.098,17.79488,0.6876279
1613,1.035189,20.57472,1.01,11.29739,0.5304258
1614,1.030813,12.732800000000001,1.05,7.230557,0.550894
1615,0.9985827,20.2799,1.09,12.78691,0.6314165
1616,1.030813,12.732800000000001,0.927,7.230557,0.550894
1821,1.022383,32.83186,0.94,26.23864,0.781686
1822,1.022383,32.83186,0.95,26.23864,0.781686
2024,1.021665,28.310340000000004,0.99,20.1113,0.6953228
2025,1.021665,28.310340000000004,0.99,20.1113,0.6953228
2026,1.021665,28.310340000000004,1.07,20.1113,0.6953228
2027,1.021665,28.310340000000004,0.84,20.1113,0.6953228
2028,1.021665,28.310340000000004,0.97,20.1113,0.6953228
2029,1.021665,28.310340000000004,0.944,20.1113,0.6953228
2030,1.021665,28.310340000000004,0.945,20.1113,0.6953228
2031,1.021665,28.310340000000004,0.975,20.1113,0.6953228
2032,1.021665,28.310340000000004,0.82,20.1113,0.6953228
2039,1.025414,32.257130000000004,0.02,25.07478,0.7580754
2078,1.030334,31.50027,0.89,22.55789,0.6950344
2082,1.000926,28.19477,1.08,21.52378,0.7626896
2083,1.000926,28.19477,1.01,21.52378,0.7626896
2084,1.000926,28.19477,1.05,21.52378,0.7626896
2085,1.000926,28.19477,1.09,21.52378,0.7626896
2086,1.000926,28.19477,1.05,21.52378,0.7626896
2087,1.000926,28.19477,1.02,21.52378,0.7626896
2099,1.011846,27.71475,1.06,21.69587,0.7736627
2103,1.011846,27.71475,,21.69587,0.7736627
2114,1.026225,32.446039999999996,1.03,26.32153,0.7905088
2115,1.026225,32.446039999999996,1.1,26.32153,0.7905088
2116,1.026225,32.446039999999996,1.07,26.32153,0.7905088
2699,1.029427,33.79475,0.8240000000000001,27.44934,0.7890183
2756,0.9934844,30.60765,1.04,22.69145,0.7462275
2757,0.9934844,30.60765,1.01,22.69145,0.7462275
2837,1.014463,28.985660000000003,1.02,20.07153,0.682592
2844,1.029427,33.79475,0.8240000000000001,27.44934,0.7890183
2873,1.022387,29.00568,1.01,20.50515,0.691456
2874,1.022387,29.00568,1.01,20.50515,0.691456
2875,1.022387,29.00568,0.94,20.50515,0.691456
2876,1.022387,29.00568,0.92,20.50515,0.691456
2877,1.022387,29.00568,1.08,20.50515,0.691456
2878,1.022387,29.00568,1.04,20.50515,0.691456
2900,1.02199,28.621589999999998,0.99,20.28508,0.6934836
2901,1.02199,28.621589999999998,1.07,20.28508,0.6934836
2928,1.020585,27.345589999999998,0.91,22.29101,0.7987173
3019,1.026225,32.446039999999996,1.07,26.32153,0.7905088
3218,1.022387,29.00568,1.01,20.50515,0.691456
3384,1.022387,29.00568,1.03,20.50515,0.691456
3385,1.022387,29.00568,1.03,20.50515,0.691456
3386,1.022387,29.00568,1.03,20.50515,0.691456
3415,1.022387,29.00568,1.02,20.50515,0.691456
3499,1.022387,29.00568,1.045,20.50515,0.691456
3503,0.9855934,24.70003,0.93,18.09496,0.7432968
3504,0.9932603,25.81331,0.93,18.95856,0.7394325
3505,0.9930709,24.58587,0.88,18.22256,0.7463519
3506,0.9969038,24.9698,0.87,18.56413,0.7457727
3551,1.008925,25.89772,1.06,20.33582,0.7782901
3552,1.008925,25.89772,1.08,20.33582,0.7782901
3553,1.008925,25.89772,1.11,20.33582,0.7782901
3554,1.008925,25.89772,1.12,20.33582,0.7782901
3568,1.022387,29.00568,1.1,20.50515,0.691456
3655,1.022387,29.00568,0.88,20.50515,0.691456
3696,1.01356,27.12395,0.935,20.72143,0.7537328
3697,1.01356,27.12395,0.97,20.72143,0.7537328
3698,1.01356,27.12395,0.951,20.72143,0.7537328
3699,1.01356,27.12395,0.972,20.72143,0.7537328
3700,1.01356,27.12395,0.953,20.72143,0.7537328
3701,1.01356,27.12395,0.965,20.72143,0.7537328
3709,1.008514,25.56311,1.07,20.08283,0.7789858
3710,1.008514,25.56311,1.07,20.08283,0.7789858
3789,1.022215,28.838350000000002,1.07,20.40725,0.6922641
3822,1.022387,29.00568,0.89,20.50515,0.691456
3823,1.022387,29.00568,0.8,20.50515,0.691456
3824,1.022387,29.00568,0.78,20.50515,0.691456
3825,1.022387,29.00568,0.75,20.50515,0.691456
3826,1.022387,29.00568,0.76,20.50515,0.691456
3827,1.022387,29.00568,0.64,20.50515,0.691456
3903,1.022387,29.00568,1.06,20.50515,0.691456
3953,1.000895,26.98723,1.09,20.88106,0.7730471
3955,1.000895,26.98723,1.02,20.88106,0.7730471
4012,1.022387,29.00568,1.01,20.50515,0.691456
4028,1.022387,29.00568,0.97,20.50515,0.691456
4029,1.022387,29.00568,,20.50515,0.691456
4030,1.022387,29.00568,0.97,20.50515,0.691456
4033,1.009903,27.740820000000003,1.01,21.26487,0.7590381
4076,1.021745,25.808980000000002,0.856,18.52689,0.7025688
4101,1.022387,29.00568,1.03,20.50515,0.691456
4102,1.022387,29.00568,1.08,20.50515,0.691456
4172,1.022387,29.00568,1.1,20.50515,0.691456
4173,1.022387,29.00568,0.96,20.50515,0.691456
4174,1.022387,29.00568,1.04,20.50515,0.691456
4199,1.000895,26.98723,1.09,20.88106,0.7730471
4200,1.000895,26.98723,1.09,20.88106,0.7730471
4237,1.022387,29.00568,0.97,20.50515,0.691456
4238,1.022387,29.00568,0.92,20.50515,0.691456
4239,1.022387,29.00568,0.78,20.50515,0.691456
4299,1.021308,27.759359999999997,0.95,19.78888,0.6979995
4300,1.022387,29.00568,0.94,20.50515,0.691456
4301,1.021811,27.75099,0.97,19.76132,0.6968946
4302,1.03376,34.990030000000004,1.0,24.46365,0.6763276
4303,1.021912,24.72246,1.0,17.8669,0.707203
4304,1.020744,23.752969999999998,0.98,17.2731,0.7124186
4305,1.021308,27.759359999999997,0.905,19.78888,0.6979995
4306,1.022387,29.00568,0.92,20.50515,0.691456
4307,1.021811,27.75099,0.95,19.76132,0.6968946
4308,1.03376,34.990030000000004,0.94,24.46365,0.6763276
4309,1.021912,24.72246,0.55,17.8669,0.707203
4310,1.020744,23.752969999999998,0.935,17.2731,0.7124186
4311,1.022215,28.838350000000002,1.07,20.40725,0.6922641
4375,1.022387,29.00568,0.75,20.50515,0.691456
4376,1.022387,29.00568,0.87,20.50515,0.691456
4377,1.022387,29.00568,0.96,20.50515,0.691456
4378,1.022387,29.00568,0.92,20.50515,0.691456
4379,1.022387,29.00568,0.88,20.50515,0.691456
4380,1.021819,28.458890000000004,0.96,20.19359,0.6944188
4381,1.021819,28.458890000000004,1.01,20.19359,0.6944188
4382,1.021819,28.458890000000004,0.98,20.19359,0.6944188
4383,1.021819,28.458890000000004,1.0,20.19359,0.6944188
4384,1.021819,28.458890000000004,0.99,20.19359,0.6944188
4490,1.022579,24.58637,0.85,16.52134,0.6571341
4492,1.054815,30.549259999999997,0.72,8.584492,0.2664021
4513,1.022387,29.00568,0.94,20.50515,0.691456
4586,1.022534,29.14615,1.05,20.58835,0.6908162
4587,1.022534,29.14615,1.09,20.58835,0.6908162
4813,1.022534,29.14615,1.08,20.58835,0.6908162
4914,1.008514,25.56311,1.11,20.08283,0.7789858
4915,1.008514,25.56311,1.14,20.08283,0.7789858
4961,1.000125,27.334629999999997,0.78,18.91321,0.6918272
5029,1.029146,31.1894,0.92,25.75042,0.8022325
5033,1.029146,31.1894,0.93,25.75042,0.8022325
5037,1.029146,31.1894,0.93,25.75042,0.8022325
5041,1.029146,31.1894,0.93,25.75042,0.8022325
5045,1.029146,31.1894,0.92,25.75042,0.8022325
5049,1.029146,31.1894,0.9,25.75042,0.8022325
5053,1.029146,31.1894,0.88,25.75042,0.8022325
5351,1.022387,29.00568,0.932,20.50515,0.691456
5560,1.022215,28.838350000000002,1.06,20.40725,0.6922641
5675,0.9928413,24.743029999999997,0.019,18.64868,0.7591284
5676,0.9928413,24.743029999999997,0.02,18.64868,0.7591284
5681,0.9928413,24.743029999999997,,18.64868,0.7591284
5682,1.010245,24.8702,0.98,19.13086,0.7614272
5683,1.010245,24.8702,0.96,19.13086,0.7614272
5686,1.010245,24.8702,0.96,19.13086,0.7614272
5687,1.010245,24.8702,0.96,19.13086,0.7614272
5760,1.023015,29.471420000000002,0.926,23.98863,0.7956503
5848,1.022215,28.838350000000002,0.93,20.40725,0.6922641
5849,1.022215,28.838350000000002,0.93,20.40725,0.6922641
5850,1.022215,28.838350000000002,0.99,20.40725,0.6922641
5851,1.022215,28.838350000000002,0.72,20.40725,0.6922641
5852,1.022215,28.838350000000002,0.95,20.40725,0.6922641
5853,1.022215,28.838350000000002,0.97,20.40725,0.6922641
5854,1.022215,28.838350000000002,0.97,20.40725,0.6922641
5862,1.022215,28.838350000000002,1.06,20.40725,0.6922641
5934,1.02199,28.621589999999998,0.99,20.28508,0.6934836
6210,1.022387,29.00568,1.037,20.50515,0.691456
6211,1.022387,29.00568,1.044,20.50515,0.691456
6520,1.008252,25.35528,0.99,19.92244,0.7793009
6521,1.008252,25.35528,0.69,19.92244,0.7793009
6522,1.008252,25.35528,0.51,19.92244,0.7793009
6523,1.008252,25.35528,0.86,19.92244,0.7793009
6524,1.008252,25.35528,0.6,19.92244,0.7793009
6525,1.008252,25.35528,0.91,19.92244,0.7793009
6526,1.008252,25.35528,0.85,19.92244,0.7793009
6527,1.008252,25.35528,0.78,19.92244,0.7793009
6528,1.008252,25.35528,0.79,19.92244,0.7793009
6529,1.008252,25.35528,1.029,19.92244,0.7793009
6530,1.008252,25.35528,1.011,19.92244,0.7793009
6728,1.015774,29.81257,1.137,23.96735,0.7914499
6751,1.024879,29.21146,0.05,23.91837,0.7989241
6752,1.024879,29.21146,0.6,23.91837,0.7989241
6753,1.024879,29.21146,0.82,23.91837,0.7989241
6754,1.024879,29.21146,1.0,23.91837,0.7989241
6755,1.024879,29.21146,1.05,23.91837,0.7989241
6756,1.024879,29.21146,0.78,23.91837,0.7989241
6757,1.024879,29.21146,0.59,23.91837,0.7989241
6758,1.024879,29.21146,0.87,23.91837,0.7989241
6759,1.024879,29.21146,0.95,23.91837,0.7989241
6760,1.024879,29.21146,1.0,23.91837,0.7989241
6761,1.024879,29.21146,0.82,23.91837,0.7989241
6762,1.024879,29.21146,0.97,23.91837,0.7989241
6891,1.024787,29.852690000000003,1.1,24.2416,0.7923994
6892,1.024787,29.852690000000003,1.09,24.2416,0.7923994
6917,1.022387,29.00568,0.95,20.50515,0.691456
6918,1.022387,29.00568,0.93,20.50515,0.691456
6919,1.022387,29.00568,0.93,20.50515,0.691456
6920,1.022387,29.00568,0.91,20.50515,0.691456
6921,1.022387,29.00568,0.9,20.50515,0.691456
6922,1.022387,29.00568,0.93,20.50515,0.691456
6923,1.022387,29.00568,0.92,20.50515,0.691456
7018,1.013005,24.87931,0.815,18.64739,0.7398919
7019,1.013005,24.87931,0.8590000000000001,18.64739,0.7398919
7020,1.013005,24.87931,1.006,18.64739,0.7398919
7021,1.013005,24.87931,1.012,18.64739,0.7398919
7022,1.013005,24.87931,1.003,18.64739,0.7398919
7023,1.013005,24.87931,1.009,18.64739,0.7398919
7024,1.013005,24.87931,0.968,18.64739,0.7398919
7135,1.022341,29.689190000000004,0.965,24.1692,0.7962846
7137,1.022341,29.689190000000004,0.758,24.1692,0.7962846
7145,1.022215,28.838350000000002,1.05,20.40725,0.6922641
7146,1.022215,28.838350000000002,0.98,20.40725,0.6922641
7147,1.022215,28.838350000000002,0.95,20.40725,0.6922641
7148,1.022215,28.838350000000002,0.91,20.40725,0.6922641
7149,1.022215,28.838350000000002,0.87,20.40725,0.6922641
7150,1.022215,28.838350000000002,0.69,20.40725,0.6922641
7203,1.022215,28.838350000000002,0.93,20.40725,0.6922641
7204,1.022215,28.838350000000002,0.938,20.40725,0.6922641
7225,1.021488,28.141820000000003,1.078,20.01644,0.6963078
7226,1.021488,28.141820000000003,1.095,20.01644,0.6963078
7227,1.021488,28.141820000000003,1.111,20.01644,0.6963078
7480,1.014687,29.519099999999998,0.92,23.02853,0.7688311
7481,1.014687,29.519099999999998,0.94,23.02853,0.7688311
7482,1.017303,30.80581,0.95,24.58326,0.7844346
7483,1.017303,30.80581,1.05,24.58326,0.7844346
7484,1.017303,30.80581,1.03,24.58326,0.7844346
7485,1.017303,30.80581,1.02,24.58326,0.7844346
7486,1.017303,30.80581,0.95,24.58326,0.7844346
7487,1.017303,30.80581,1.06,24.58326,0.7844346
7488,1.017303,30.80581,1.01,24.58326,0.7844346
7489,1.017303,30.80581,1.02,24.58326,0.7844346
7490,1.017303,30.80581,1.05,24.58326,0.7844346
7497,1.011054,24.19104,1.02,17.31235,0.707827
7498,1.011054,24.19104,0.93,17.31235,0.707827
7548,1.026305,32.53803,0.92,26.39254,0.790339
7549,1.026305,32.53803,0.9,26.39254,0.790339
7550,1.026305,32.53803,0.89,26.39254,0.790339
7552,1.026305,32.53803,0.96,26.39254,0.790339
7642,1.00889,25.86545,0.172,20.31344,0.7784305
7643,1.00889,25.86545,0.276,20.31344,0.7784305
7644,1.00889,25.86545,0.63,20.31344,0.7784305
7645,1.00889,25.86545,0.7140000000000001,20.31344,0.7784305
7762,1.022387,29.00568,1.06,20.50515,0.691456
7763,1.022387,29.00568,1.05,20.50515,0.691456
7764,1.022387,29.00568,1.06,20.50515,0.691456
7765,1.022387,29.00568,1.08,20.50515,0.691456
7766,1.022387,29.00568,1.05,20.50515,0.691456
7767,1.022387,29.00568,1.05,20.50515,0.691456
7768,1.022387,29.00568,1.07,20.50515,0.691456
7946,1.014205,28.86047,1.11,21.82761,0.7457224
8023,1.022387,29.00568,0.974,20.50515,0.691456
8024,1.022387,29.00568,1.1,20.50515,0.691456
8032,1.019893,29.348540000000003,1.01,21.51348,0.7187365
8033,1.019893,29.348540000000003,0.99,21.51348,0.7187365
8034,1.019893,29.348540000000003,0.97,21.51348,0.7187365
8057,1.008245,25.356270000000002,0.954,19.91984,0.7791738
8058,1.025959,32.14859,1.013,26.08852,0.7909654
8086,1.022387,29.00568,1.053,20.50515,0.691456
8087,1.022387,29.00568,1.037,20.50515,0.691456
8088,1.022387,29.00568,1.046,20.50515,0.691456
8089,1.022387,29.00568,1.027,20.50515,0.691456
8166,1.021488,28.141820000000003,0.81,20.01644,0.6963078
8167,1.021488,28.141820000000003,0.8,20.01644,0.6963078
8168,1.021488,28.141820000000003,0.68,20.01644,0.6963078
8169,1.021488,28.141820000000003,0.8,20.01644,0.6963078
8177,1.01101,26.42493,1.05,18.6969,0.6998425
8178,1.01101,26.42493,0.85,18.6969,0.6998425
8179,1.01101,26.42493,0.95,18.6969,0.6998425
8180,1.01101,26.42493,1.0,18.6969,0.6998425
8181,1.01101,26.42493,1.05,18.6969,0.6998425
8182,1.01101,26.42493,1.05,18.6969,0.6998425
8198,1.022387,29.00568,1.05,20.50515,0.691456
8199,1.022387,29.00568,1.06,20.50515,0.691456
8200,1.022387,29.00568,0.92,20.50515,0.691456
8201,1.022387,29.00568,0.91,20.50515,0.691456
8247,1.022387,29.00568,1.02,20.50515,0.691456
8254,1.022387,29.00568,0.99,20.50515,0.691456
8329,1.022215,28.838350000000002,0.96,20.40725,0.6922641
8330,1.022215,28.838350000000002,1.07,20.40725,0.6922641
8331,1.022215,28.838350000000002,1.05,20.40725,0.6922641
8332,1.022215,28.838350000000002,1.1,20.40725,0.6922641
8454,1.01791,28.894470000000002,0.91,20.62023,0.701083
8514,1.008514,25.56311,0.77,20.08283,0.7789858
8515,1.008514,25.56311,0.68,20.08283,0.7789858
8647,1.02199,28.621589999999998,1.037,20.28508,0.6934836
8700,1.022215,28.838350000000002,1.12,20.40725,0.6922641
8701,1.022215,28.838350000000002,1.12,20.40725,0.6922641
8755,1.008883,25.89771,0.948,20.33669,0.7783557
8756,1.022215,28.838350000000002,1.02,20.40725,0.6922641
8757,1.022215,28.838350000000002,1.04,20.40725,0.6922641
8766,1.02303,29.48507,0.9,24.00032,0.7956582
8767,1.02303,29.48507,0.93,24.00032,0.7956582
8768,1.02303,29.48507,0.94,24.00032,0.7956582
8769,1.02303,29.48507,0.95,24.00032,0.7956582
8770,1.02303,29.48507,0.92,24.00032,0.7956582
8771,1.02303,29.48507,0.93,24.00032,0.7956582
8772,1.02303,29.48507,0.92,24.00032,0.7956582
8773,1.02303,29.48507,0.94,24.00032,0.7956582
8774,1.02303,29.48507,0.96,24.00032,0.7956582
8775,1.02303,29.48507,0.93,24.00032,0.7956582
8818,1.024292,33.991550000000004,0.91,27.21001,0.7815091
8819,1.018238,28.52629,1.09,22.93809,0.7897011
8831,0.9870708,27.839170000000003,0.95,20.65021,0.7514845
8832,0.9870708,27.839170000000003,0.98,20.65021,0.7514845
8833,0.9870708,27.839170000000003,0.98,20.65021,0.7514845
8849,1.026294,32.48895,1.017,26.36185,0.7906212
8850,1.012749,28.378339999999998,1.023,22.18332,0.7718589
8851,1.016388,30.786450000000002,1.031,23.95479,0.7655492
8852,1.016388,30.786450000000002,1.014,23.95479,0.7655492
8853,1.013257,26.861200000000004,1.048,20.53947,0.7546475
8854,1.025542,34.143209999999996,0.978,24.39239,0.6966213
8969,1.022387,29.00568,0.85,20.50515,0.691456
8970,1.022387,29.00568,1.09,20.50515,0.691456
9062,1.022387,29.00568,0.81,20.50515,0.691456
9063,1.022387,29.00568,0.93,20.50515,0.691456
9064,1.022387,29.00568,0.8,20.50515,0.691456
9065,1.022387,29.00568,0.93,20.50515,0.691456
9066,1.022387,29.00568,0.97,20.50515,0.691456
9080,1.022387,29.00568,1.06,20.50515,0.691456
9090,1.021488,28.141820000000003,0.9,20.01644,0.6963078
9093,1.022387,29.00568,1.01,20.50515,0.691456
9094,1.022387,29.00568,1.01,20.50515,0.691456
9097,1.021488,28.141820000000003,1.05,20.01644,0.6963078
9098,1.021488,28.141820000000003,1.07,20.01644,0.6963078
9099,1.021488,28.141820000000003,1.08,20.01644,0.6963078
9100,1.021488,28.141820000000003,1.08,20.01644,0.6963078
9101,1.021488,28.141820000000003,1.07,20.01644,0.6963078
9102,1.021488,28.141820000000003,1.07,20.01644,0.6963078
9106,1.022387,29.00568,1.06,20.50515,0.691456
9107,1.022387,29.00568,1.08,20.50515,0.691456
9108,1.022387,29.00568,0.98,20.50515,0.691456
9109,1.022387,29.00568,1.02,20.50515,0.691456
9110,1.022387,29.00568,1.06,20.50515,0.691456
9111,1.022387,29.00568,1.04,20.50515,0.691456
9112,1.022387,29.00568,1.07,20.50515,0.691456
9113,1.022387,29.00568,1.07,20.50515,0.691456
9114,1.022387,29.00568,1.09,20.50515,0.691456
9115,1.022387,29.00568,1.06,20.50515,0.691456
9138,1.022387,29.00568,1.067,20.50515,0.691456
9224,1.021717,28.360719999999997,1.1,20.1389,0.6950052
9225,1.021717,28.360719999999997,1.08,20.1389,0.6950052
9226,1.021717,28.360719999999997,1.07,20.1389,0.6950052
9289,1.040379,33.80746,1.05,26.2743,0.7470112
9291,1.040379,33.80746,1.05,26.2743,0.7470112
9293,1.040379,33.80746,,26.2743,0.7470112
9294,1.040379,33.80746,,26.2743,0.7470112
9295,1.040379,33.80746,,26.2743,0.7470112
9296,1.040379,33.80746,,26.2743,0.7470112
9783,1.022387,29.00568,1.08,20.50515,0.691456
9784,1.022387,29.00568,1.16,20.50515,0.691456
9785,1.022387,29.00568,1.14,20.50515,0.691456
9786,1.022387,29.00568,1.08,20.50515,0.691456
9787,1.022387,29.00568,1.12,20.50515,0.691456
9867,1.022387,29.00568,0.88,20.50515,0.691456
9868,1.022387,29.00568,0.94,20.50515,0.691456
9869,1.022387,29.00568,0.97,20.50515,0.691456
9870,1.022387,29.00568,0.96,20.50515,0.691456
9916,1.022387,29.00568,1.09,20.50515,0.691456
9917,1.022387,29.00568,1.13,20.50515,0.691456
9918,1.022387,29.00568,1.07,20.50515,0.691456
9919,1.022387,29.00568,1.06,20.50515,0.691456
9920,1.022387,29.00568,1.03,20.50515,0.691456
9921,1.022387,29.00568,1.07,20.50515,0.691456
9955,1.02199,28.621589999999998,1.111,20.28508,0.6934836
9956,1.02199,28.621589999999998,1.138,20.28508,0.6934836
10212,1.022387,29.00568,1.06,20.50515,0.691456
10237,1.022387,29.00568,1.05,20.50515,0.691456
10238,1.022387,29.00568,1.06,20.50515,0.691456
10239,1.022387,29.00568,1.06,20.50515,0.691456
10243,1.022387,29.00568,1.09,20.50515,0.691456
10248,1.022387,29.00568,1.09,20.50515,0.691456
10596,1.000203,26.426889999999997,0.861,20.59497,0.7791606
10597,1.000203,26.426889999999997,0.84,20.59497,0.7791606
10598,1.000203,26.426889999999997,0.884,20.59497,0.7791606
10599,1.000203,26.426889999999997,0.861,20.59497,0.7791606
10600,1.000203,26.426889999999997,1.01,20.59497,0.7791606
10601,1.000203,26.426889999999997,1.0,20.59497,0.7791606
